lon,lat,time,sst
-9.5,19.5,2021-05-01,27.5435009765625
-9.5,19.5,2021-06-01,28.188896484375
-9.5,19.5,2021-07-01,28.652109375
-9.5,19.5,2021-08-01,28.9894580078125
-9.5,19.5,2021-09-01,28.931298828125
-9.5,19.5,2021-10-01,28.735732421875
-9.5,19.5,2021-11-01,28.34110107421875
-9.5,19.5,2021-12-01,27.41547119140625
-9.5,19.5,2022-01-01,26.73932373046875
-9.5,19.5,2022-02-01,26.48394287109375
-9.5,19.5,2022-03-01,26.70568115234375
-9.5,19.5,2022-04-01,26.74736572265625
-9.5,19.5,2022-05-01,27.54619873046875
-9.5,19.5,2022-06-01,28.46579833984375
-9.5,19.5,2022-07-01,28.7157080078125
-9.5,19.5,2022-08-01,28.73325927734375
-9.5,19.5,2022-09-01,28.984033203125
-9.5,19.5,2022-10-01,28.86061279296875
-9.5,19.5,2022-11-01,28.2439990234375
-9.5,19.5,2022-12-01,27.3028759765625
-9.5,19.5,2023-01-01,26.96394775390625
-9.5,19.5,2023-02-01,26.5876708984375
-9.5,19.5,2023-03-01,26.26189697265625
-9.5,19.5,2023-04-01,26.28486572265625
-9.5,19.5,2023-05-01,27.0356982421875
-9.5,19.5,2023-06-01,27.92849853515625
-9.5,19.5,2023-07-01,28.49120849609375
-9.5,19.5,2023-08-01,28.783837890625
-9.5,19.5,2023-09-01,29.0653662109375
-9.5,19.5,2023-10-01,29.126708984375
-9.5,19.5,2023-11-01,28.5683984375
-9.5,19.5,2023-12-01,27.5048046875
-9.5,19.5,2024-01-01,27.1171826171875
-9.5,19.5,2024-02-01,26.3990625
-9.5,19.5,2024-03-01,26.37547119140625
-4.5,19.5,2004-04-01,26.37244140625
-4.5,19.5,2004-05-01,26.862802734375
-4.5,19.5,2004-06-01,27.5433203125
-4.5,19.5,2004-07-01,28.315361328125
-4.5,19.5,2004-08-01,28.68988037109375
-4.5,19.5,2004-09-01,29.08072265625
-4.5,19.5,2004-10-01,28.77108154296875
-4.5,19.5,2004-11-01,27.7711181640625
-4.5,19.5,2004-12-01,26.74484130859375
-4.5,19.5,2005-01-01,26.1939599609375
-4.5,19.5,2005-02-01,25.9814013671875
-4.5,19.5,2005-03-01,25.85767822265625
-4.5,19.5,2005-04-01,26.49635986328125
-4.5,19.5,2005-05-01,27.5054833984375
-4.5,19.5,2005-06-01,28.0293603515625
-4.5,19.5,2005-07-01,28.4217578125
-4.5,19.5,2005-08-01,28.84288330078125
-4.5,19.5,2005-09-01,29.0809228515625
-4.5,19.5,2005-10-01,28.7973193359375
-4.5,19.5,2005-11-01,28.286962890625
-4.5,19.5,2005-12-01,27.81591796875
-4.5,19.5,2006-01-01,27.25236083984375
-4.5,19.5,2006-02-01,26.4889208984375
-4.5,19.5,2006-03-01,26.07739990234375
-4.5,19.5,2006-04-01,26.41612060546875
-4.5,19.5,2006-05-01,27.02608154296875
-4.5,19.5,2006-06-01,27.67272216796875
-4.5,19.5,2006-07-01,27.98728271484375
-4.5,19.5,2006-08-01,28.49780517578125
-4.5,19.5,2006-09-01,28.7699609375
-4.5,19.5,2006-10-01,28.76751953125
-4.5,19.5,2006-11-01,28.092919921875
-4.5,19.5,2006-12-01,27.1249609375
-4.5,19.5,2007-01-01,26.447841796875
-4.5,19.5,2007-02-01,26.20747802734375
-4.5,19.5,2007-03-01,26.5385205078125
-4.5,19.5,2007-04-01,26.63356201171875
-4.5,19.5,2007-05-01,27.2797607421875
-4.5,19.5,2007-06-01,28.0116015625
-4.5,19.5,2007-07-01,28.48800048828125
-4.5,19.5,2007-08-01,28.69756103515625
-4.5,19.5,2007-09-01,28.9193212890625
-4.5,19.5,2007-10-01,28.65944091796875
-4.5,19.5,2007-11-01,27.6922412109375
-4.5,19.5,2007-12-01,27.08679931640625
-4.5,19.5,2008-01-01,26.5346435546875
-4.5,19.5,2008-02-01,26.35908203125
-4.5,19.5,2008-03-01,26.6226416015625
-4.5,19.5,2008-04-01,26.8451220703125
-4.5,19.5,2008-05-01,27.2316796875
-4.5,19.5,2008-06-01,27.861162109375
-4.5,19.5,2008-07-01,28.1656396484375
-4.5,19.5,2008-08-01,28.2710009765625
-4.5,19.5,2008-09-01,28.44404296875
-4.5,19.5,2008-10-01,28.40196044921875
-4.5,19.5,2008-11-01,27.89092041015625
-4.5,19.5,2008-12-01,26.8697216796875
-4.5,19.5,2009-01-01,26.36736328125
-4.5,19.5,2009-02-01,25.85572265625
-4.5,19.5,2009-03-01,25.79031982421875
-4.5,19.5,2009-04-01,26.2984814453125
-4.5,19.5,2009-05-01,27.30920166015625
-4.5,19.5,2009-06-01,28.501640625
-4.5,19.5,2009-07-01,28.64843994140625
-4.5,19.5,2009-08-01,28.69416015625
-4.5,19.5,2009-09-01,28.7414013671875
-4.5,19.5,2009-10-01,28.6139990234375
-4.5,19.5,2009-11-01,27.77688232421875
-4.5,19.5,2009-12-01,27.18356201171875
-4.5,19.5,2010-01-01,26.59692138671875
-4.5,19.5,2010-02-01,25.78904052734375
-4.5,19.5,2010-03-01,25.56904296875
-4.5,19.5,2010-04-01,25.9210791015625
-4.5,19.5,2010-05-01,26.51816162109375
-4.5,19.5,2010-06-01,27.3180419921875
-4.5,19.5,2010-07-01,27.722041015625
-4.5,19.5,2010-08-01,28.07736083984375
-4.5,19.5,2010-09-01,28.25212158203125
-4.5,19.5,2010-10-01,28.0223193359375
-4.5,19.5,2010-11-01,27.62968017578125
-4.5,19.5,2010-12-01,27.31659912109375
-4.5,19.5,2011-01-01,26.87424072265625
-4.5,19.5,2011-02-01,26.62524169921875
-4.5,19.5,2011-03-01,26.693642578125
-4.5,19.5,2011-04-01,27.62672119140625
-4.5,19.5,2011-05-01,27.52404296875
-4.5,19.5,2011-06-01,27.9189599609375
-4.5,19.5,2011-07-01,28.1818408203125
-4.5,19.5,2011-08-01,28.45924072265625
-4.5,19.5,2011-09-01,28.42916259765625
-4.5,19.5,2011-10-01,28.28016357421875
-4.5,19.5,2011-11-01,27.88796142578125
-4.5,19.5,2011-12-01,27.222998046875
-4.5,19.5,2012-01-01,26.71635986328125
-4.5,19.5,2012-02-01,26.47644287109375
-4.5,19.5,2012-03-01,26.432841796875
-4.5,19.5,2012-04-01,26.76028076171875
-4.5,19.5,2012-05-01,27.08068115234375
-4.5,19.5,2012-06-01,27.84724365234375
-4.5,19.5,2012-07-01,28.0336376953125
-4.5,19.5,2012-08-01,28.89340087890625
-4.5,19.5,2012-09-01,28.922919921875
-4.5,19.5,2012-10-01,28.63852294921875
-4.5,19.5,2012-11-01,28.1892041015625
-4.5,19.5,2012-12-01,27.59792236328125
-4.5,19.5,2013-01-01,26.9377197265625
-4.5,19.5,2013-02-01,26.417958984375
-4.5,19.5,2013-03-01,26.12692138671875
-4.5,19.5,2013-04-01,26.2697607421875
-4.5,19.5,2013-05-01,27.03088134765625
-4.5,19.5,2013-06-01,27.89619873046875
-4.5,19.5,2013-07-01,28.29072021484375
-4.5,19.5,2013-08-01,28.75560302734375
-4.5,19.5,2013-09-01,29.0922802734375
-4.5,19.5,2013-10-01,28.79648193359375
-4.5,19.5,2013-11-01,28.22688232421875
-4.5,19.5,2013-12-01,27.36756103515625
-4.5,19.5,2014-01-01,26.75904296875
-4.5,19.5,2014-02-01,25.9868408203125
-4.5,19.5,2014-03-01,26.13575927734375
-4.5,19.5,2014-04-01,26.55968017578125
-4.5,19.5,2014-05-01,27.38968017578125
-4.5,19.5,2014-06-01,28.37104248046875
-4.5,19.5,2014-07-01,28.58828125
-4.5,19.5,2014-08-01,29.32668212890625
-4.5,19.5,2014-09-01,29.25783935546875
-4.5,19.5,2014-10-01,29.6702783203125
-4.5,19.5,2014-11-01,28.81088134765625
-4.5,19.5,2014-12-01,27.65679931640625
-4.5,19.5,2015-01-01,26.67244140625
-4.5,19.5,2015-02-01,26.31028076171875
-4.5,19.5,2015-03-01,25.4943212890625
-4.5,19.5,2015-04-01,26.2460791015625
-4.5,19.5,2015-05-01,26.69340087890625
-4.5,19.5,2015-06-01,27.561201171875
-4.5,19.5,2015-07-01,28.4797998046875
-4.5,19.5,2015-08-01,29.3942822265625
-4.5,19.5,2015-09-01,30.19544189453125
-4.5,19.5,2015-10-01,29.116962890625
-4.5,19.5,2015-11-01,28.13712158203125
-4.5,19.5,2015-12-01,27.1664404296875
-4.5,19.5,2016-01-01,26.47612060546875
-4.5,19.5,2016-02-01,26.01168212890625
-4.5,19.5,2016-03-01,25.65427978515625
-4.5,19.5,2016-04-01,25.8768408203125
-4.5,19.5,2016-05-01,26.84368408203125
-4.5,19.5,2016-06-01,28.004560546875
-4.5,19.5,2016-07-01,28.68256103515625
-4.5,19.5,2016-08-01,29.05396240234375
-4.5,19.5,2016-09-01,29.3596044921875
-4.5,19.5,2016-10-01,28.6742822265625
-4.5,19.5,2016-11-01,27.90672119140625
-4.5,19.5,2016-12-01,27.08436279296875
-4.5,19.5,2017-01-01,26.81148193359375
-4.5,19.5,2017-02-01,26.637763671875
-4.5,19.5,2017-03-01,26.752041015625
-4.5,19.5,2017-04-01,27.23328125
-4.5,19.5,2017-05-01,27.2951611328125
-4.5,19.5,2017-06-01,27.81548095703125
-4.5,19.5,2017-07-01,28.42860107421875
-4.5,19.5,2017-08-01,28.84387939453125
-4.5,19.5,2017-09-01,29.09476318359375
-4.5,19.5,2017-10-01,28.991162109375
-4.5,19.5,2017-11-01,28.37192138671875
-4.5,19.5,2017-12-01,27.1743212890625
-4.5,19.5,2018-01-01,26.5465234375
-4.5,19.5,2018-02-01,26.27080078125
-4.5,19.5,2018-03-01,26.157763671875
-4.5,19.5,2018-04-01,26.5680810546875
-4.5,19.5,2018-05-01,26.662041015625
-4.5,19.5,2018-06-01,27.65524169921875
-4.5,19.5,2018-07-01,28.36008056640625
-4.5,19.5,2018-08-01,29.1152001953125
-4.5,19.5,2018-09-01,28.87048095703125
-4.5,19.5,2018-10-01,28.87664306640625
-4.5,19.5,2018-11-01,28.1521630859375
-4.5,19.5,2018-12-01,27.34568359375
-4.5,19.5,2019-01-01,26.714560546875
-4.5,19.5,2019-02-01,25.9639599609375
-4.5,19.5,2019-03-01,26.1383984375
-4.5,19.5,2019-04-01,26.67828125
-4.5,19.5,2019-05-01,27.04604248046875
-4.5,19.5,2019-06-01,28.0897998046875
-4.5,19.5,2019-07-01,28.8751220703125
-4.5,19.5,2019-08-01,29.3555615234375
-4.5,19.5,2019-09-01,29.628681640625
-4.5,19.5,2019-10-01,29.5289208984375
-4.5,19.5,2019-11-01,28.70004150390625
-4.5,19.5,2019-12-01,27.49352294921875
-4.5,19.5,2020-01-01,26.70030029296875
-4.5,19.5,2020-02-01,26.193798828125
-4.5,19.5,2020-03-01,26.2375
-4.5,19.5,2020-04-01,26.46580078125
-4.5,19.5,2020-05-01,26.88669921875
-4.5,19.5,2020-06-01,28.11949951171875
-4.5,19.5,2020-07-01,28.5789990234375
-4.5,19.5,2020-08-01,28.96179931640625
-4.5,19.5,2020-09-01,29.36260009765625
-4.5,19.5,2020-10-01,28.9177978515625
-4.5,19.5,2020-11-01,28.03610107421875
-4.5,19.5,2020-12-01,27.53389892578125
-4.5,19.5,2021-01-01,26.983544921875
-4.5,19.5,2021-02-01,26.5368017578125
-4.5,19.5,2021-03-01,26.525673828125
-4.5,19.5,2021-04-01,26.75303466796875
-4.5,19.5,2021-05-01,27.30699951171875
-4.5,19.5,2021-06-01,27.93679931640625
-4.5,19.5,2021-07-01,28.44960693359375
-4.5,19.5,2021-08-01,28.8599560546875
-4.5,19.5,2021-09-01,28.73130126953125
-4.5,19.5,2021-10-01,28.40223388671875
-4.5,19.5,2021-11-01,28.0385986328125
-4.5,19.5,2021-12-01,27.1459716796875
-4.5,19.5,2022-01-01,26.5518212890625
-4.5,19.5,2022-02-01,26.396044921875
-4.5,19.5,2022-03-01,26.60918212890625
-4.5,19.5,2022-04-01,26.64386474609375
-4.5,19.5,2022-05-01,27.425400390625
-4.5,19.5,2022-06-01,28.24090087890625
-4.5,19.5,2022-07-01,28.48410888671875
-4.5,19.5,2022-08-01,28.6690576171875
-4.5,19.5,2022-09-01,28.98753662109375
-4.5,19.5,2022-10-01,28.73591064453125
-4.5,19.5,2022-11-01,27.9389013671875
-4.5,19.5,2022-12-01,27.0606787109375
-4.5,19.5,2023-01-01,26.86554931640625
-4.5,19.5,2023-02-01,26.35137451171875
-4.5,19.5,2023-03-01,26.15769775390625
-4.5,19.5,2023-04-01,26.2921630859375
-4.5,19.5,2023-05-01,26.9985986328125
-4.5,19.5,2023-06-01,27.85559814453125
-4.5,19.5,2023-07-01,28.3569091796875
-4.5,19.5,2023-08-01,28.615537109375
-4.5,19.5,2023-09-01,28.92786376953125
-4.5,19.5,2023-10-01,28.9448095703125
-4.5,19.5,2023-11-01,28.40669921875
-4.5,19.5,2023-12-01,27.222705078125
-4.5,19.5,2024-01-01,26.93998291015625
-4.5,19.5,2024-02-01,26.25876220703125
-4.5,19.5,2024-03-01,26.285869140625
-99.5,14.5,2004-04-01,29.5564794921875
-99.5,14.5,2004-05-01,30.00540283203125
-99.5,14.5,2004-06-01,29.3547607421875
-99.5,14.5,2004-07-01,28.67080078125
-99.5,14.5,2004-08-01,28.33648193359375
-99.5,14.5,2004-09-01,28.51580322265625
-99.5,14.5,2004-10-01,28.5749609375
-99.5,14.5,2004-11-01,28.103603515625
-99.5,14.5,2004-12-01,27.3064013671875
-99.5,14.5,2005-01-01,26.71044189453125
-99.5,14.5,2005-02-01,27.25604248046875
-99.5,14.5,2005-03-01,28.23971923828125
-99.5,14.5,2005-04-01,29.31040283203125
-99.5,14.5,2005-05-01,29.85564208984375
-99.5,14.5,2005-06-01,28.99887939453125
-99.5,14.5,2005-07-01,28.7016015625
-99.5,14.5,2005-08-01,28.457001953125
-99.5,14.5,2005-09-01,28.62176025390625
-99.5,14.5,2005-10-01,28.751123046875
-99.5,14.5,2005-11-01,28.0089208984375
-99.5,14.5,2005-12-01,27.1563623046875
-99.5,14.5,2006-01-01,26.781923828125
-99.5,14.5,2006-02-01,27.4138427734375
-99.5,14.5,2006-03-01,28.5076416015625
-99.5,14.5,2006-04-01,29.623681640625
-99.5,14.5,2006-05-01,30.13156005859375
-99.5,14.5,2006-06-01,29.41852294921875
-99.5,14.5,2006-07-01,28.73096435546875
-99.5,14.5,2006-08-01,28.64608154296875
-99.5,14.5,2006-09-01,28.80244140625
-99.5,14.5,2006-10-01,29.0409619140625
-99.5,14.5,2006-11-01,28.51080322265625
-99.5,14.5,2006-12-01,27.55524169921875
-99.5,14.5,2007-01-01,26.798681640625
-99.5,14.5,2007-02-01,27.22396240234375
-99.5,14.5,2007-03-01,27.87816162109375
-99.5,14.5,2007-04-01,29.3909619140625
-99.5,14.5,2007-05-01,29.959482421875
-99.5,14.5,2007-06-01,29.79356201171875
-99.5,14.5,2007-07-01,28.9552001953125
-99.5,14.5,2007-08-01,28.64564208984375
-99.5,14.5,2007-09-01,28.6265625
-99.5,14.5,2007-10-01,28.572001953125
-99.5,14.5,2007-11-01,28.1746435546875
-99.5,14.5,2007-12-01,27.31900146484375
-99.5,14.5,2008-01-01,26.8647216796875
-99.5,14.5,2008-02-01,27.41144287109375
-99.5,14.5,2008-03-01,28.167119140625
-99.5,14.5,2008-04-01,29.65092041015625
-99.5,14.5,2008-05-01,29.95164306640625
-99.5,14.5,2008-06-01,29.66840087890625
-99.5,14.5,2008-07-01,28.8148388671875
-99.5,14.5,2008-08-01,28.55412353515625
-99.5,14.5,2008-09-01,28.91292236328125
-99.5,14.5,2008-10-01,29.429443359375
-99.5,14.5,2008-11-01,28.49500244140625
-99.5,14.5,2008-12-01,27.8272412109375
-99.5,14.5,2009-01-01,27.02084228515625
-99.5,14.5,2009-02-01,27.36336181640625
-99.5,14.5,2009-03-01,28.72132080078125
-99.5,14.5,2009-04-01,29.7118017578125
-99.5,14.5,2009-05-01,30.0664794921875
-99.5,14.5,2009-06-01,29.44303955078125
-99.5,14.5,2009-07-01,28.94300048828125
-99.5,14.5,2009-08-01,28.9068408203125
-99.5,14.5,2009-09-01,29.07992431640625
-99.5,14.5,2009-10-01,29.1456396484375
-99.5,14.5,2009-11-01,28.6946826171875
-99.5,14.5,2009-12-01,27.9680810546875
-99.5,14.5,2010-01-01,27.37312255859375
-99.5,14.5,2010-02-01,27.69068115234375
-99.5,14.5,2010-03-01,28.9409619140625
-99.5,14.5,2010-04-01,30.370361328125
-99.5,14.5,2010-05-01,30.6931201171875
-99.5,14.5,2010-06-01,29.8168798828125
-99.5,14.5,2010-07-01,29.31372314453125
-99.5,14.5,2010-08-01,29.076240234375
-99.5,14.5,2010-09-01,29.09232177734375
-99.5,14.5,2010-10-01,29.039521484375
-99.5,14.5,2010-11-01,28.354599609375
-99.5,14.5,2010-12-01,27.5672021484375
-99.5,14.5,2011-01-01,26.88995849609375
-99.5,14.5,2011-02-01,27.35192138671875
-99.5,14.5,2011-03-01,28.54260009765625
-99.5,14.5,2011-04-01,29.43300048828125
-99.5,14.5,2011-05-01,30.1114013671875
-99.5,14.5,2011-06-01,29.52440185546875
-99.5,14.5,2011-07-01,29.0692041015625
-99.5,14.5,2011-08-01,28.6742431640625
-99.5,14.5,2011-09-01,28.67260009765625
-99.5,14.5,2011-10-01,29.0380029296875
-99.5,14.5,2011-11-01,28.59280029296875
-99.5,14.5,2011-12-01,27.502919921875
-99.5,14.5,2012-01-01,26.6144384765625
-99.5,14.5,2012-02-01,26.73956298828125
-99.5,14.5,2012-03-01,28.02672119140625
-99.5,14.5,2012-04-01,29.29748291015625
-99.5,14.5,2012-05-01,29.8784423828125
-99.5,14.5,2012-06-01,29.6759619140625
-99.5,14.5,2012-07-01,29.70776123046875
-99.5,14.5,2012-08-01,28.97476318359375
-99.5,14.5,2012-09-01,28.92412353515625
-99.5,14.5,2012-10-01,29.220322265625
-99.5,14.5,2012-11-01,28.4197216796875
-99.5,14.5,2012-12-01,27.661201171875
-99.5,14.5,2013-01-01,27.22219970703125
-99.5,14.5,2013-02-01,27.06060302734375
-99.5,14.5,2013-03-01,28.0727197265625
-99.5,14.5,2013-04-01,29.63756103515625
-99.5,14.5,2013-05-01,30.31964111328125
-99.5,14.5,2013-06-01,29.5314013671875
-99.5,14.5,2013-07-01,28.44656005859375
-99.5,14.5,2013-08-01,28.361162109375
-99.5,14.5,2013-09-01,28.7917626953125
-99.5,14.5,2013-10-01,28.90064453125
-99.5,14.5,2013-11-01,28.50328125
-99.5,14.5,2013-12-01,26.97608154296875
-99.5,14.5,2014-01-01,26.33112060546875
-99.5,14.5,2014-02-01,26.7456396484375
-99.5,14.5,2014-03-01,27.85911865234375
-99.5,14.5,2014-04-01,29.3749609375
-99.5,14.5,2014-05-01,30.0176416015625
-99.5,14.5,2014-06-01,29.7830419921875
-99.5,14.5,2014-07-01,29.0129248046875
-99.5,14.5,2014-08-01,28.78212158203125
-99.5,14.5,2014-09-01,28.49172119140625
-99.5,14.5,2014-10-01,28.98880126953125
-99.5,14.5,2014-11-01,28.32544189453125
-99.5,14.5,2014-12-01,27.344482421875
-99.5,14.5,2015-01-01,26.8659619140625
-99.5,14.5,2015-02-01,26.989921875
-99.5,14.5,2015-03-01,28.38867919921875
-99.5,14.5,2015-04-01,29.84320068359375
-99.5,14.5,2015-05-01,30.31064208984375
-99.5,14.5,2015-06-01,29.64212158203125
-99.5,14.5,2015-07-01,28.84384033203125
-99.5,14.5,2015-08-01,29.03328125
-99.5,14.5,2015-09-01,29.13816162109375
-99.5,14.5,2015-10-01,29.33524169921875
-99.5,14.5,2015-11-01,28.6064404296875
-99.5,14.5,2015-12-01,28.0055615234375
-99.5,14.5,2016-01-01,27.55164306640625
-99.5,14.5,2016-02-01,27.7522412109375
-99.5,14.5,2016-03-01,28.86000244140625
-99.5,14.5,2016-04-01,29.76756103515625
-99.5,14.5,2016-05-01,30.34048095703125
-99.5,14.5,2016-06-01,29.67484130859375
-99.5,14.5,2016-07-01,29.15064208984375
-99.5,14.5,2016-08-01,29.0600830078125
-99.5,14.5,2016-09-01,28.92216064453125
-99.5,14.5,2016-10-01,29.07704345703125
-99.5,14.5,2016-11-01,28.54740234375
-99.5,14.5,2016-12-01,27.8227587890625
-99.5,14.5,2017-01-01,27.04320068359375
-99.5,14.5,2017-02-01,27.40444091796875
-99.5,14.5,2017-03-01,28.73624267578125
-99.5,14.5,2017-04-01,29.7672412109375
-99.5,14.5,2017-05-01,30.56796142578125
-99.5,14.5,2017-06-01,29.72404052734375
-99.5,14.5,2017-07-01,29.22891845703125
-99.5,14.5,2017-08-01,29.34748291015625
-99.5,14.5,2017-09-01,29.47168212890625
-99.5,14.5,2017-10-01,29.5930029296875
-99.5,14.5,2017-11-01,28.89080322265625
-99.5,14.5,2017-12-01,27.86364013671875
-99.5,14.5,2018-01-01,26.94156005859375
-99.5,14.5,2018-02-01,27.28907958984375
-99.5,14.5,2018-03-01,28.6534033203125
-99.5,14.5,2018-04-01,29.70520263671875
-99.5,14.5,2018-05-01,30.3684033203125
-99.5,14.5,2018-06-01,29.45612060546875
-99.5,14.5,2018-07-01,28.785322265625
-99.5,14.5,2018-08-01,28.56828125
-99.5,14.5,2018-09-01,28.88708251953125
-99.5,14.5,2018-10-01,29.47263916015625
-99.5,14.5,2018-11-01,28.6068408203125
-99.5,14.5,2018-12-01,27.6639208984375
-99.5,14.5,2019-01-01,26.75260009765625
-99.5,14.5,2019-02-01,27.2968017578125
-99.5,14.5,2019-03-01,28.6630419921875
-99.5,14.5,2019-04-01,29.8754833984375
-99.5,14.5,2019-05-01,29.73088134765625
-99.5,14.5,2019-06-01,29.85576416015625
-99.5,14.5,2019-07-01,29.27732177734375
-99.5,14.5,2019-08-01,28.66404052734375
-99.5,14.5,2019-09-01,28.70188232421875
-99.5,14.5,2019-10-01,29.6493994140625
-99.5,14.5,2019-11-01,29.04672119140625
-99.5,14.5,2019-12-01,27.994921875
-99.5,14.5,2020-01-01,27.5839013671875
-99.5,14.5,2020-02-01,27.83070068359375
-99.5,14.5,2020-03-01,28.87400146484375
-99.5,14.5,2020-04-01,30.2356005859375
-99.5,14.5,2020-05-01,30.61369873046875
-99.5,14.5,2020-06-01,30.07980224609375
-99.5,14.5,2020-07-01,29.708701171875
-99.5,14.5,2020-08-01,29.09130126953125
-99.5,14.5,2020-09-01,29.2735009765625
-99.5,14.5,2020-10-01,29.06380126953125
-99.5,14.5,2020-11-01,28.88320068359375
-99.5,14.5,2020-12-01,27.742099609375
-99.5,14.5,2021-01-01,27.4954443359375
-99.5,14.5,2021-02-01,27.504599609375
-99.5,14.5,2021-03-01,28.7558740234375
-99.5,14.5,2021-04-01,29.86103515625
-99.5,14.5,2021-05-01,30.2760009765625
-99.5,14.5,2021-06-01,29.5356005859375
-99.5,14.5,2021-07-01,29.256708984375
-99.5,14.5,2021-08-01,28.92355712890625
-99.5,14.5,2021-09-01,28.93710205078125
-99.5,14.5,2021-10-01,29.36943359375
-99.5,14.5,2021-11-01,28.74010009765625
-99.5,14.5,2021-12-01,28.21386962890625
-99.5,14.5,2022-01-01,27.9867236328125
-99.5,14.5,2022-02-01,27.86333984375
-99.5,14.5,2022-03-01,28.70028076171875
-99.5,14.5,2022-04-01,30.21206787109375
-99.5,14.5,2022-05-01,29.90270263671875
-99.5,14.5,2022-06-01,29.6648974609375
-99.5,14.5,2022-07-01,29.14580810546875
-99.5,14.5,2022-08-01,28.97435791015625
-99.5,14.5,2022-09-01,29.2225341796875
-99.5,14.5,2022-10-01,29.222412109375
-99.5,14.5,2022-11-01,28.51510009765625
-99.5,14.5,2022-12-01,27.59427734375
-99.5,14.5,2023-01-01,26.91134765625
-99.5,14.5,2023-02-01,27.55007080078125
-99.5,14.5,2023-03-01,28.6933984375
-99.5,14.5,2023-04-01,29.86146484375
-99.5,14.5,2023-05-01,30.4752001953125
-99.5,14.5,2023-06-01,30.27599853515625
-99.5,14.5,2023-07-01,29.3482080078125
-99.5,14.5,2023-08-01,29.41073486328125
-99.5,14.5,2023-09-01,28.8915673828125
-99.5,14.5,2023-10-01,28.9589111328125
-99.5,14.5,2023-11-01,29.0039990234375
-99.5,14.5,2023-12-01,28.24650390625
-99.5,14.5,2024-01-01,27.45068359375
-99.5,14.5,2024-02-01,28.19316162109375
-99.5,14.5,2024-03-01,28.88266845703125
-94.5,14.5,2004-04-01,29.64343994140625
-94.5,14.5,2004-05-01,29.83364013671875
-94.5,14.5,2004-06-01,29.01468017578125
-94.5,14.5,2004-07-01,28.41072265625
-94.5,14.5,2004-08-01,28.08412353515625
-94.5,14.5,2004-09-01,28.26576171875
-94.5,14.5,2004-10-01,28.3401220703125
-94.5,14.5,2004-11-01,28.2563623046875
-94.5,14.5,2004-12-01,27.8660009765625
-94.5,14.5,2005-01-01,27.200361328125
-94.5,14.5,2005-02-01,27.37343994140625
-94.5,14.5,2005-03-01,28.2866796875
-94.5,14.5,2005-04-01,29.60320068359375
-94.5,14.5,2005-05-01,30.05084228515625
-94.5,14.5,2005-06-01,29.054599609375
-94.5,14.5,2005-07-01,28.774560546875
-94.5,14.5,2005-08-01,28.5030419921875
-94.5,14.5,2005-09-01,28.65132080078125
-94.5,14.5,2005-10-01,28.8718408203125
-94.5,14.5,2005-11-01,28.51668212890625
-94.5,14.5,2005-12-01,27.844921875
-94.5,14.5,2006-01-01,27.32156005859375
-94.5,14.5,2006-02-01,27.375
-94.5,14.5,2006-03-01,28.28548095703125
-94.5,14.5,2006-04-01,29.574560546875
-94.5,14.5,2006-05-01,29.88672119140625
-94.5,14.5,2006-06-01,29.1922412109375
-94.5,14.5,2006-07-01,28.6485205078125
-94.5,14.5,2006-08-01,28.48312255859375
-94.5,14.5,2006-09-01,28.70800048828125
-94.5,14.5,2006-10-01,29.04364013671875
-94.5,14.5,2006-11-01,28.8932421875
-94.5,14.5,2006-12-01,28.01343994140625
-94.5,14.5,2007-01-01,27.14072021484375
-94.5,14.5,2007-02-01,27.18088134765625
-94.5,14.5,2007-03-01,27.68179931640625
-94.5,14.5,2007-04-01,29.45228271484375
-94.5,14.5,2007-05-01,29.773720703125
-94.5,14.5,2007-06-01,29.6143212890625
-94.5,14.5,2007-07-01,28.8268408203125
-94.5,14.5,2007-08-01,28.54236083984375
-94.5,14.5,2007-09-01,28.5555224609375
-94.5,14.5,2007-10-01,28.59044189453125
-94.5,14.5,2007-11-01,28.4784814453125
-94.5,14.5,2007-12-01,27.7176806640625
-94.5,14.5,2008-01-01,27.21316162109375
-94.5,14.5,2008-02-01,27.39816162109375
-94.5,14.5,2008-03-01,28.095400390625
-94.5,14.5,2008-04-01,29.68
-94.5,14.5,2008-05-01,29.620400390625
-94.5,14.5,2008-06-01,29.33552001953125
-94.5,14.5,2008-07-01,28.66416259765625
-94.5,14.5,2008-08-01,28.4099609375
-94.5,14.5,2008-09-01,28.8331201171875
-94.5,14.5,2008-10-01,29.4356787109375
-94.5,14.5,2008-11-01,28.7852001953125
-94.5,14.5,2008-12-01,28.12588134765625
-94.5,14.5,2009-01-01,27.2451220703125
-94.5,14.5,2009-02-01,27.2594384765625
-94.5,14.5,2009-03-01,28.53148193359375
-94.5,14.5,2009-04-01,29.86440185546875
-94.5,14.5,2009-05-01,30.0151220703125
-94.5,14.5,2009-06-01,29.315244140625
-94.5,14.5,2009-07-01,28.899482421875
-94.5,14.5,2009-08-01,28.8822021484375
-94.5,14.5,2009-09-01,29.0146826171875
-94.5,14.5,2009-10-01,29.107958984375
-94.5,14.5,2009-11-01,28.9804833984375
-94.5,14.5,2009-12-01,28.3834423828125
-94.5,14.5,2010-01-01,27.698681640625
-94.5,14.5,2010-02-01,27.78828125
-94.5,14.5,2010-03-01,28.97572265625
-94.5,14.5,2010-04-01,30.62896240234375
-94.5,14.5,2010-05-01,30.80728271484375
